sample_id,dataset,dataset_key,cell_id,diagnostic_round,soc_percent,temperature_c,source_matrix_file,pseudo_soh_label_percent,pseudo_soh_label_percent_expected_rmse,pseudo_label_task,pseudo_label_status,pseudo_label_quality_verdict,pseudo_label_uncertainty_tier,pseudo_label_weight,pseudo_label_weight_rule,confidence_note
post_dib_selected::stanford::10,Stanford SECL INR21700-M50T,stanford_secl,Diag_1_W9_Ch5,1,50.0,22.942358016967773,cleaned_training_set_v2.csv,99.98333333333333,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::11,Stanford SECL INR21700-M50T,stanford_secl,Diag_1_W9_Ch5,1,20.0,22.942358016967773,cleaned_training_set_v2.csv,99.0211433504513,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::12,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_V4_Ch1,2,80.0,0.0,cleaned_training_set_v2.csv,99.96695333333334,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::13,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_V4_Ch1,2,50.0,0.0,cleaned_training_set_v2.csv,99.98333333333333,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::14,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_V4_Ch1,2,20.0,0.0,cleaned_training_set_v2.csv,86.75523226231503,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::15,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_V5_Ch1,2,80.0,23.40669250488281,cleaned_training_set_v2.csv,99.86973111111112,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::16,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_V5_Ch1,2,50.0,23.40669250488281,cleaned_training_set_v2.csv,99.8493412962963,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::17,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_V5_Ch1,2,20.0,23.40669250488281,cleaned_training_set_v2.csv,93.93207375499173,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::18,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W10_Ch6,2,80.0,22.704774856567383,cleaned_training_set_v2.csv,96.64342095668465,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::19,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W10_Ch6,2,50.0,22.704774856567383,cleaned_training_set_v2.csv,99.69444444444446,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::20,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W10_Ch6,2,20.0,22.704774856567383,cleaned_training_set_v2.csv,92.5841133773084,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::21,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W3_Ch3,2,80.0,23.26512622833252,cleaned_training_set_v2.csv,85.00795304595243,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::22,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W3_Ch3,2,50.0,23.26512622833252,cleaned_training_set_v2.csv,84.83989492367068,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::23,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W3_Ch3,2,20.0,23.26512622833252,cleaned_training_set_v2.csv,80.41712519213223,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::24,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W8_Ch4,2,80.0,23.28370857238769,cleaned_training_set_v2.csv,98.5644167631497,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::25,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W8_Ch4,2,50.0,23.28370857238769,cleaned_training_set_v2.csv,99.98333333333333,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::26,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W8_Ch4,2,20.0,23.28370857238769,cleaned_training_set_v2.csv,93.64388676738811,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::27,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W9_Ch5,2,80.0,23.080116271972656,cleaned_training_set_v2.csv,97.33325983164984,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::28,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W9_Ch5,2,50.0,23.080116271972656,cleaned_training_set_v2.csv,99.98333333333333,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::29,Stanford SECL INR21700-M50T,stanford_secl,Diag_2_W9_Ch5,2,20.0,23.080116271972656,cleaned_training_set_v2.csv,93.25151151995581,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::30,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_V4_Ch1,3,80.0,0.0,cleaned_training_set_v2.csv,86.23135417425266,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::31,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_V4_Ch1,3,50.0,0.0,cleaned_training_set_v2.csv,89.8145196999492,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::32,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_V5_Ch1,3,80.0,23.11127281188965,cleaned_training_set_v2.csv,97.98697126415497,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::33,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_V5_Ch1,3,50.0,23.11127281188965,cleaned_training_set_v2.csv,98.4795888130331,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::34,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_V5_Ch1,3,20.0,23.11127281188965,cleaned_training_set_v2.csv,85.5062680314348,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::35,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W10_Ch6,3,80.0,20.34042739868164,cleaned_training_set_v2.csv,94.12904262185471,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::36,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W10_Ch6,3,50.0,20.34042739868164,cleaned_training_set_v2.csv,96.48902157768157,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::37,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W10_Ch6,3,20.0,20.34042739868164,cleaned_training_set_v2.csv,90.8340719034267,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::38,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W3_Ch3,3,80.0,23.379928588867188,cleaned_training_set_v2.csv,84.52103830229048,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::39,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W3_Ch3,3,50.0,23.379928588867188,cleaned_training_set_v2.csv,84.83373270144847,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::40,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W3_Ch3,3,20.0,23.379928588867188,cleaned_training_set_v2.csv,81.29825784940041,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::41,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W8_Ch4,3,80.0,22.523712158203125,cleaned_training_set_v2.csv,96.55312671618142,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::42,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W8_Ch4,3,50.0,22.523712158203125,cleaned_training_set_v2.csv,99.98333333333333,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::43,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W8_Ch4,3,20.0,22.523712158203125,cleaned_training_set_v2.csv,93.96076157286586,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::44,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W9_Ch5,3,80.0,21.135774500184866,cleaned_training_set_v2.csv,95.27587152049995,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::45,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W9_Ch5,3,50.0,21.135774500184866,cleaned_training_set_v2.csv,97.48324859959729,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::46,Stanford SECL INR21700-M50T,stanford_secl,Diag_3_W9_Ch5,3,20.0,21.135774500184866,cleaned_training_set_v2.csv,91.86295144670144,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::47,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_V4_Ch1,4,80.0,23.191471723036265,cleaned_training_set_v2.csv,94.89385509269243,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::48,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_V4_Ch1,4,50.0,23.191471723036265,cleaned_training_set_v2.csv,95.65590415206444,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::49,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_V4_Ch1,4,20.0,23.191471723036265,cleaned_training_set_v2.csv,83.75127273776553,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::50,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_V5_Ch1,4,80.0,23.21598625183105,cleaned_training_set_v2.csv,94.09491524938758,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::51,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_V5_Ch1,4,50.0,23.21598625183105,cleaned_training_set_v2.csv,96.85628937868967,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::52,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_V5_Ch1,4,20.0,23.21598625183105,cleaned_training_set_v2.csv,86.10095783161285,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::53,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_W10_Ch6,4,80.0,21.00302696228028,cleaned_training_set_v2.csv,92.48188001393976,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::54,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_W10_Ch6,4,50.0,21.00302696228028,cleaned_training_set_v2.csv,98.395843059446,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::55,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_W10_Ch6,4,20.0,21.00302696228028,cleaned_training_set_v2.csv,84.73254936487524,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::56,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_W8_Ch4,4,80.0,22.49957275390625,cleaned_training_set_v2.csv,93.71922495965337,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::57,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_W8_Ch4,4,50.0,22.49957275390625,cleaned_training_set_v2.csv,98.9419078742608,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::58,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_W8_Ch4,4,20.0,22.49957275390625,cleaned_training_set_v2.csv,84.91729382432564,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::59,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_W9_Ch5,4,80.0,22.1932315826416,cleaned_training_set_v2.csv,92.77139938845414,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::60,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_W9_Ch5,4,50.0,22.1932315826416,cleaned_training_set_v2.csv,98.92168481028774,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::61,Stanford SECL INR21700-M50T,stanford_secl,Diag_4_W9_Ch5,4,20.0,22.1932315826416,cleaned_training_set_v2.csv,85.16575731446511,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::62,Stanford SECL INR21700-M50T,stanford_secl,Diag_5_V4_Ch1,5,80.0,23.29633331298828,cleaned_training_set_v2.csv,89.64682894845897,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
